t,o,h,l,c,v
2025-01-21T10:00:00+00:00,21707.5,21730.75,21683.25,21688,6231
2025-01-21T11:00:00+00:00,21688,21710.5,21663.5,21674.25,6059
2025-01-21T12:00:00+00:00,21675.5,21707,21643.5,21695.5,10216
2025-01-21T13:00:00+00:00,21695,21729.5,21682,21725.25,9729
2025-01-21T14:00:00+00:00,21725.5,21736.5,21572.75,21631,81699
2025-01-21T15:00:00+00:00,21630.75,21649.5,21525.75,21634,81183
2025-01-21T16:00:00+00:00,21633.75,21682,21593,21674.75,52176
2025-01-21T17:00:00+00:00,21675.25,21743,21649.75,21741.25,43003
2025-01-21T18:00:00+00:00,21741,21772,21719.75,21752.75,37040
2025-01-21T19:00:00+00:00,21752.75,21763.5,21697,21724.75,37108
2025-01-21T20:00:00+00:00,21724.75,21755.5,21697.5,21714.5,50119
2025-01-21T21:00:00+00:00,21714.75,21783.5,21708.5,21772.5,17316
2025-01-21T23:00:00+00:00,21809.25,21820.25,21768.25,21810.25,7054
2025-01-22T00:00:00+00:00,21810.25,21843.75,21804.25,21837,5272
2025-01-22T01:00:00+00:00,21836.75,21841.25,21811.5,21833.75,4310
2025-01-22T02:00:00+00:00,21833.75,21850,21830,21834.5,3075
2025-01-22T03:00:00+00:00,21835.25,21858.25,21833.25,21856.75,3256
2025-01-22T04:00:00+00:00,21856.5,21876.75,21852,21869.25,3091
2025-01-22T05:00:00+00:00,21869,21869.25,21854.75,21858,1631
2025-01-22T06:00:00+00:00,21858.5,21866,21839.5,21841.5,2507
2025-01-22T07:00:00+00:00,21841.75,21866.25,21839.75,21854,3149
2025-01-22T08:00:00+00:00,21853.75,21896.25,21850,21891.75,6783
2025-01-22T09:00:00+00:00,21891.75,21907,21876.25,21882.75,7333
2025-01-22T10:00:00+00:00,21882.25,21895.75,21868.75,21890.5,4266
2025-01-22T11:00:00+00:00,21890,21905,21883.75,21886,4571
2025-01-22T12:00:00+00:00,21886.75,21920,21880,21910.5,7271
2025-01-22T13:00:00+00:00,21910.5,21934.25,21903.75,21930,10490
2025-01-22T14:00:00+00:00,21930.5,22028,21899,22014,88293
2025-01-22T15:00:00+00:00,22013.75,22042.75,21976,21994.75,76326
2025-01-22T16:00:00+00:00,21994.5,22078.5,21989.5,22074.75,57119
2025-01-22T17:00:00+00:00,22075.75,22093.5,22046,22057.25,37895
2025-01-22T18:00:00+00:00,22057.25,22062.25,22010.5,22027.25,44736
2025-01-22T19:00:00+00:00,22027.5,22044.75,22006.5,22040.25,33222
2025-01-22T20:00:00+00:00,22040.25,22041.5,21982,21997.75,59499
2025-01-22T21:00:00+00:00,21997.5,22005.5,21967.5,21985,15631
2025-01-22T23:00:00+00:00,21981.75,21984.75,21958.25,21965.5,4772
2025-01-23T00:00:00+00:00,21965.5,21971.25,21943.25,21951,4027
2025-01-23T01:00:00+00:00,21950.75,21966.75,21944.75,21948.25,3719
2025-01-23T02:00:00+00:00,21949,21956.25,21926,21954.5,4008
2025-01-23T03:00:00+00:00,21954,21965.25,21942.5,21952,3284
2025-01-23T04:00:00+00:00,21952.5,21967,21951.5,21963.75,1395
2025-01-23T05:00:00+00:00,21963.5,21969,21950.5,21952.5,1770
2025-01-23T06:00:00+00:00,21953.5,21964.5,21934.5,21942.25,2707
2025-01-23T07:00:00+00:00,21943,21947.75,21913.75,21920.5,4266
2025-01-23T08:00:00+00:00,21920.5,21926,21863,21880.75,9116
2025-01-23T09:00:00+00:00,21880.75,21901.5,21855.5,21894,8349
2025-01-23T10:00:00+00:00,21893.75,21907,21877.75,21881,5226
2025-01-23T11:00:00+00:00,21880,21904,21873.75,21898,5863
2025-01-23T12:00:00+00:00,21898.5,21905,21872.5,21900.25,7025
2025-01-23T13:00:00+00:00,21899.5,21919.5,21876.5,21896.25,16688
2025-01-23T14:00:00+00:00,21896.5,21918,21866,21897.5,61156
2025-01-23T15:00:00+00:00,21898,21941.5,21868.25,21931.5,61938
2025-01-23T16:00:00+00:00,21932,21971.5,21896.75,21947.75,71469
2025-01-23T17:00:00+00:00,21948.25,21948.25,21900.25,21938.5,37233
2025-01-23T18:00:00+00:00,21938.5,21985,21931.75,21954.75,37369
2025-01-23T19:00:00+00:00,21954.75,21963.5,21923.75,21954,34143
2025-01-23T20:00:00+00:00,21953.75,22043.75,21943.5,22041.75,61940
2025-01-23T21:00:00+00:00,22042,22050.5,22008.75,22021.75,19282
2025-01-23T23:00:00+00:00,22018.5,22018.5,21995.75,22010.25,3461
2025-01-24T00:00:00+00:00,22011.25,22014.25,21994.75,22008,6985
2025-01-24T01:00:00+00:00,22008,22034,22001.75,22010,19259
2025-01-24T02:00:00+00:00,22010.25,22058.5,22006.75,22049.5,13783
2025-01-24T03:00:00+00:00,22049.25,22058.5,21990.5,22003,5890
2025-01-24T04:00:00+00:00,22003,22008.75,21979.25,21995.5,4252
2025-01-24T05:00:00+00:00,21995.25,22010.75,21990.75,21996,2712
2025-01-24T06:00:00+00:00,21997.25,22015.5,21993.75,22003,3320
2025-01-24T07:00:00+00:00,22003.5,22005.25,21971.75,21985.5,3810
2025-01-24T08:00:00+00:00,21984.75,22008.25,21976,21983,5504
2025-01-24T09:00:00+00:00,21982.75,22022.25,21980.75,22004.75,5242
2025-01-24T10:00:00+00:00,22004.75,22009.5,21985,22007.5,13227
2025-01-24T11:00:00+00:00,22008,22012.25,21990.25,22010,10729
2025-01-24T12:00:00+00:00,22010,22043.75,22008.75,22031.75,6673
2025-01-24T13:00:00+00:00,22031,22032,21996,22011,9558
2025-01-24T14:00:00+00:00,22010.75,22078.25,21999.75,22058.25,73539
2025-01-24T15:00:00+00:00,22058,22070.25,21978,21986.5,69622
2025-01-24T16:00:00+00:00,21986.75,22035.75,21970.25,21982.75,50195
2025-01-24T17:00:00+00:00,21983,22008.25,21930.75,21941.5,44156
2025-01-24T18:00:00+00:00,21941.75,21952.5,21862.25,21867.75,52561
2025-01-24T19:00:00+00:00,21868.25,21896.75,21844,21868,46144
2025-01-24T20:00:00+00:00,21868,21919.25,21857,21908.5,55668
2025-01-24T21:00:00+00:00,21908.5,21918.75,21891.75,21907.75,12970
2025-01-26T23:00:00+00:00,21771,21771,21633,21665.75,22774
2025-01-27T00:00:00+00:00,21665.5,21673.25,21567.5,21584.25,14340
2025-01-27T01:00:00+00:00,21583.5,21616,21488.75,21528,21692
2025-01-27T02:00:00+00:00,21528.5,21541,21499.5,21522.75,10529
2025-01-27T03:00:00+00:00,21523,21563,21513.25,21524.5,8968
2025-01-27T04:00:00+00:00,21525.25,21532,21473.5,21497.25,9267
2025-01-27T05:00:00+00:00,21497.25,21506.75,21411,21432.25,13702
2025-01-27T06:00:00+00:00,21433.25,21440,21357,21388.5,13069
2025-01-27T07:00:00+00:00,21388.75,21412,21282.75,21284,20816
2025-01-27T08:00:00+00:00,21284.75,21312.5,21193.25,21242.5,37742
2025-01-27T09:00:00+00:00,21242.75,21269,21155,21164.25,31696
2025-01-27T10:00:00+00:00,21164.25,21170,20763.75,20886.75,61632
2025-01-27T11:00:00+00:00,20887.75,21032.5,20878,21000,37512
2025-01-27T12:00:00+00:00,20999,21106.5,20996,21084.5,26983
2025-01-27T13:00:00+00:00,21083,21174.75,21033.75,21160,39465
2025-01-27T14:00:00+00:00,21158.5,21341,21103,21334.25,127889
2025-01-27T15:00:00+00:00,21334,21418.5,21228,21311.5,131674
2025-01-27T16:00:00+00:00,21312,21326.25,21185.5,21209.25,99506
2025-01-27T17:00:00+00:00,21210.5,21267.25,21140.25,21142.25,62982
2025-01-27T18:00:00+00:00,21142.5,21217,21138.75,21150.75,50706
2025-01-27T19:00:00+00:00,21151.75,21260.5,21095,21133,70187
2025-01-27T20:00:00+00:00,21133,21265,21127.5,21258,95229
2025-01-27T21:00:00+00:00,21258.5,21330,21250.75,21304.5,26362
2025-01-27T23:00:00+00:00,21343.25,21357.5,21244.75,21326.75,11768
2025-01-28T00:00:00+00:00,21327,21341,21269.75,21286,5743
2025-01-28T01:00:00+00:00,21285.5,21327.25,21228,21238,6989
2025-01-28T02:00:00+00:00,21236.25,21309,21219,21291.25,5652
2025-01-28T03:00:00+00:00,21291.5,21331.75,21283,21289.75,4631
2025-01-28T04:00:00+00:00,21289.25,21305.25,21275.75,21302,3201
2025-01-28T05:00:00+00:00,21300.75,21315,21246.25,21292.25,3477
2025-01-28T06:00:00+00:00,21292.5,21313,21264.25,21291,4145
2025-01-28T07:00:00+00:00,21289.5,21351.25,21273.75,21340.25,6710
2025-01-28T08:00:00+00:00,21341.25,21398.75,21289.25,21394.5,12369
2025-01-28T09:00:00+00:00,21395.25,21405,21345.25,21395.25,11634
2025-01-28T10:00:00+00:00,21396.25,21423.5,21389,21392,9597
2025-01-28T11:00:00+00:00,21392,21410.25,21326,21341.5,9386
2025-01-28T12:00:00+00:00,21341.75,21348,21257.75,21306.25,16342
2025-01-28T13:00:00+00:00,21306,21358,21282,21300.75,22140
2025-01-28T14:00:00+00:00,21301,21319.5,21159.5,21283,96844
2025-01-28T15:00:00+00:00,21284.75,21481.75,21281,21455.5,112347
2025-01-28T16:00:00+00:00,21456,21479,21387.5,21472.5,74689
2025-01-28T17:00:00+00:00,21472.75,21563.5,21470.5,21544.75,60735
2025-01-28T18:00:00+00:00,21544.75,21584,21521.5,21540.25,44611
2025-01-28T19:00:00+00:00,21540.5,21626,21513.5,21615.5,45664
2025-01-28T20:00:00+00:00,21615.25,21622.5,21558,21575.5,65738
2025-01-28T21:00:00+00:00,21575.5,21576,21550.5,21558.5,14875
2025-01-28T23:00:00+00:00,21559,21579,21530.5,21545.5,4201
2025-01-29T00:00:00+00:00,21546,21571.75,21535,21566.25,3618
2025-01-29T01:00:00+00:00,21565.5,21576.5,21554.25,21566.75,2604
2025-01-29T02:00:00+00:00,21566.5,21586.25,21560.25,21579,2201
2025-01-29T03:00:00+00:00,21579,21584,21558.25,21583,2488
2025-01-29T04:00:00+00:00,21583.5,21608.75,21583.25,21596,3253
2025-01-29T05:00:00+00:00,21597,21603,21577,21580.25,2019
2025-01-29T06:00:00+00:00,21580.5,21686.25,21580.5,21663,9601
2025-01-29T07:00:00+00:00,21663,21670.75,21642,21669.5,4158
2025-01-29T08:00:00+00:00,21669,21697,21662.75,21667.5,8401
2025-01-29T09:00:00+00:00,21666.25,21677.5,21628.5,21668,10454
2025-01-29T10:00:00+00:00,21667.5,21674.5,21640.75,21665,5870
2025-01-29T11:00:00+00:00,21665.5,21690,21648.25,21681,4700
2025-01-29T12:00:00+00:00,21681.5,21683.5,21639,21647.25,6431
2025-01-29T13:00:00+00:00,21646.5,21647.25,21560.25,21602.5,19790
2025-01-29T14:00:00+00:00,21602.25,21627,21494,21519,75997
2025-01-29T15:00:00+00:00,21518.5,21564.5,21456,21506,83707
2025-01-29T16:00:00+00:00,21506.75,21525,21466.75,21484,55245
2025-01-29T17:00:00+00:00,21483.75,21548.25,21478.25,21484.75,36468
2025-01-29T18:00:00+00:00,21485.25,21516,21367,21467.25,73003
2025-01-29T19:00:00+00:00,21464,21578,21386.75,21538.75,91386
2025-01-29T20:00:00+00:00,21538.5,21600.75,21462.75,21530.25,79607
2025-01-29T21:00:00+00:00,21530.25,21610,21387,21572.25,39746
2025-01-29T23:00:00+00:00,21547.75,21586.25,21505.75,21539,8924
2025-01-30T00:00:00+00:00,21538.5,21587.75,21526,21585.25,4834
2025-01-30T01:00:00+00:00,21585.5,21667,21578.5,21649.75,7935
2025-01-30T02:00:00+00:00,21650,21679,21650,21655.75,4547
2025-01-30T03:00:00+00:00,21657,21675.25,21653.75,21673.25,3080
2025-01-30T04:00:00+00:00,21673.5,21680,21659.25,21660,2314
2025-01-30T05:00:00+00:00,21660,21663.25,21645.75,21659.5,2294
2025-01-30T06:00:00+00:00,21660,21665.5,21631.25,21642.25,2453
2025-01-30T07:00:00+00:00,21641.5,21670.5,21622.25,21662,3800
2025-01-30T08:00:00+00:00,21662,21715.5,21650.75,21701.75,8251
2025-01-30T09:00:00+00:00,21701.5,21701.5,21632,21634.75,6573
2025-01-30T10:00:00+00:00,21634.75,21648,21609,21620.25,6383
2025-01-30T11:00:00+00:00,21620.25,21670.75,21619.75,21640.75,7256
2025-01-30T12:00:00+00:00,21641.5,21655,21574.25,21631.25,13413
2025-01-30T13:00:00+00:00,21631.25,21668.75,21605.25,21668,15718
2025-01-30T14:00:00+00:00,21668.5,21748.75,21596.75,21674,89394
2025-01-30T15:00:00+00:00,21674,21676.25,21461.25,21462.25,105110
2025-01-30T16:00:00+00:00,21462.75,21625.75,21419.5,21610.25,78697
2025-01-30T17:00:00+00:00,21610.25,21610.25,21503.25,21552.75,46404
2025-01-30T18:00:00+00:00,21552.75,21612.25,21527.25,21606.5,35202
2025-01-30T19:00:00+00:00,21606.5,21661.5,21587.25,21659.75,32075
2025-01-30T20:00:00+00:00,21659.75,21700,21523.25,21623,104059
2025-01-30T21:00:00+00:00,21623.25,21691.75,21578,21608.75,23922
2025-01-30T23:00:00+00:00,21680,21725.25,21660,21698,8423
2025-01-31T00:00:00+00:00,21698,21720.25,21673.25,21709,3836
2025-01-31T01:00:00+00:00,21707,21780,21680,21774.5,8791
2025-01-31T02:00:00+00:00,21775.25,21787.75,21738,21740.25,4773
2025-01-31T03:00:00+00:00,21740,21754.75,21731.75,21738.5,2486
2025-01-31T04:00:00+00:00,21738.75,21746.5,21722,21729.75,2244
2025-01-31T05:00:00+00:00,21730.75,21744.75,21727.5,21737.25,2033
2025-01-31T06:00:00+00:00,21736.75,21773.5,21731.75,21760.75,3309
2025-01-31T07:00:00+00:00,21761.75,21807.25,21757,21789.5,6246
2025-01-31T08:00:00+00:00,21789,21794.5,21742.75,21752.75,6069
2025-01-31T09:00:00+00:00,21753.75,21800.75,21753.25,21782.5,5761
2025-01-31T10:00:00+00:00,21782.5,21793.25,21772,21781.5,6023
2025-01-31T11:00:00+00:00,21781,21810.25,21780.25,21804.75,5624
2025-01-31T12:00:00+00:00,21804.5,21813,21781,21782.75,7259
2025-01-31T13:00:00+00:00,21782.75,21808.75,21755.75,21791.5,16156
2025-01-31T14:00:00+00:00,21791.25,21872.25,21750,21868.25,71282
2025-01-31T15:00:00+00:00,21867.25,21957,21865.75,21937.25,82959
2025-01-31T16:00:00+00:00,21936.75,21966,21877,21903,53080
2025-01-31T17:00:00+00:00,21903.75,21939,21865,21915,45972
2025-01-31T18:00:00+00:00,21915.5,21926.5,21721,21751.75,97116
2025-01-31T19:00:00+00:00,21752,21781.75,21584.75,21661,87824
2025-01-31T20:00:00+00:00,21660.5,21660.5,21535.75,21580.75,95626
2025-01-31T21:00:00+00:00,21581,21592,21533.75,21571,23133
2025-02-02T23:00:00+00:00,21200,21200,20943,21115,27093
2025-02-03T00:00:00+00:00,21114,21155.5,21027.5,21117.75,14807
2025-02-03T01:00:00+00:00,21116.25,21150,21065.5,21074.25,12699
2025-02-03T02:00:00+00:00,21074.5,21078,20976.5,21029.75,12534
2025-02-03T03:00:00+00:00,21029,21059,20995.5,21035.75,6555
2025-02-03T04:00:00+00:00,21034.5,21052.75,20981,21018.5,6053
2025-02-03T05:00:00+00:00,21019,21077,20998.25,21072,5697
2025-02-03T06:00:00+00:00,21071,21101,21044,21066,7578
2025-02-03T07:00:00+00:00,21068,21154,21067.75,21117.75,8817
2025-02-03T08:00:00+00:00,21118.25,21252,21118.25,21205,14431
2025-02-03T09:00:00+00:00,21206.25,21232,21166.5,21183.5,10201
2025-02-03T10:00:00+00:00,21181.5,21246.5,21158.25,21232.75,7359
2025-02-03T11:00:00+00:00,21233.5,21272,21197,21224.5,9804
2025-02-03T12:00:00+00:00,21224.75,21230.75,21155.5,21179.25,14817
2025-02-03T13:00:00+00:00,21180.25,21247.5,21163,21202.5,18473
2025-02-03T14:00:00+00:00,21202.25,21314.5,21171.5,21216,100412
2025-02-03T15:00:00+00:00,21215.25,21453.75,21113.25,21420,139146
2025-02-03T16:00:00+00:00,21419.5,21474.5,21340.75,21382.5,76096
2025-02-03T17:00:00+00:00,21382,21456,21341,21401.25,56842
2025-02-03T18:00:00+00:00,21400.75,21473,21350.75,21467.75,45913
2025-02-03T19:00:00+00:00,21467,21519.75,21448,21485.5,41818
2025-02-03T20:00:00+00:00,21486.25,21506.75,21398.5,21406.25,56663
2025-02-03T21:00:00+00:00,21406.25,21579.75,21388.25,21553.25,27155
2025-02-03T23:00:00+00:00,21592,21600,21553.5,21571.5,5727
2025-02-04T00:00:00+00:00,21571.25,21576.75,21536.5,21549,4439
2025-02-04T01:00:00+00:00,21548.75,21549.5,21480,21509.75,6329
2025-02-04T02:00:00+00:00,21509.75,21515.5,21462,21468.5,4645
2025-02-04T03:00:00+00:00,21468.75,21473,21426,21449.75,4482
2025-02-04T04:00:00+00:00,21450.5,21475.75,21441.75,21449.25,3517
2025-02-04T05:00:00+00:00,21449.25,21451.5,21242.5,21358.25,16845
2025-02-04T06:00:00+00:00,21359.25,21402.75,21328.25,21400.25,5134
2025-02-04T07:00:00+00:00,21400.5,21424.75,21387,21405.75,4640
2025-02-04T08:00:00+00:00,21405.75,21422,21312.5,21363,8849
2025-02-04T09:00:00+00:00,21363.75,21403.25,21356,21369.5,6270
2025-02-04T10:00:00+00:00,21368.75,21401.75,21357.75,21390.75,4143
2025-02-04T11:00:00+00:00,21390.5,21426.5,21375,21399,5689
2025-02-04T12:00:00+00:00,21401,21498.5,21401,21457,12965
2025-02-04T13:00:00+00:00,21455.5,21475.5,21421,21434.5,12910
2025-02-04T14:00:00+00:00,21434.75,21575.75,21405.25,21559.75,68495
2025-02-04T15:00:00+00:00,21561,21680,21561,21633.25,84417
2025-02-04T16:00:00+00:00,21634.5,21694,21634,21657.5,43720
2025-02-04T17:00:00+00:00,21658,21660.75,21550,21622.75,52894
2025-02-04T18:00:00+00:00,21623.5,21646,21570,21622,29722
2025-02-04T19:00:00+00:00,21622.75,21680,21609.5,21638.75,34965
2025-02-04T20:00:00+00:00,21638,21685.25,21625.25,21668.25,45603
2025-02-04T21:00:00+00:00,21667.75,21691.75,21572,21583.5,25270
2025-02-04T23:00:00+00:00,21562,21594.5,21550,21566.5,5264
2025-02-05T00:00:00+00:00,21568.25,21617,21555.5,21598,5765
2025-02-05T01:00:00+00:00,21597.5,21623.75,21567,21570.25,5484
2025-02-05T02:00:00+00:00,21569.5,21588.5,21558.5,21564.25,4084
2025-02-05T03:00:00+00:00,21565.25,21576,21537.25,21543,3640
2025-02-05T04:00:00+00:00,21542.5,21563.5,21534.25,21561.5,3174
2025-02-05T05:00:00+00:00,21561.75,21567.25,21530.5,21539.5,3113
2025-02-05T06:00:00+00:00,21541,21549.25,21508,21519.25,5236
2025-02-05T07:00:00+00:00,21518.25,21520.5,21481.25,21515,6836
2025-02-05T08:00:00+00:00,21514,21540.75,21451.25,21469.25,13496
2025-02-05T09:00:00+00:00,21470,21506,21435.5,21441,11966
2025-02-05T10:00:00+00:00,21441,21482.5,21429.75,21479,6717
2025-02-05T11:00:00+00:00,21479.5,21497.25,21474.25,21494,5444
2025-02-05T12:00:00+00:00,21494.5,21515,21471,21511,8950
2025-02-05T13:00:00+00:00,21511.25,21553.75,21486.5,21529.25,17116
2025-02-05T14:00:00+00:00,21529,21591.5,21510,21565.25,69427
2025-02-05T15:00:00+00:00,21564.75,21613.75,21501,21592.25,83880
2025-02-05T16:00:00+00:00,21591.25,21719.25,21562.75,21711,65839
2025-02-05T17:00:00+00:00,21711,21742.5,21684.25,21704.75,42525
2025-02-05T18:00:00+00:00,21705.5,21722.25,21672,21710.5,29052
2025-02-05T19:00:00+00:00,21710.5,21736.25,21703,21709.5,24391
2025-02-05T20:00:00+00:00,21708.75,21769,21689.75,21761.25,51087
2025-02-05T21:00:00+00:00,21761,21795,21750,21770.5,20532
2025-02-05T23:00:00+00:00,21764.5,21775.5,21749.75,21773,3312
2025-02-06T00:00:00+00:00,21772.25,21797.75,21765.25,21774,4039
2025-02-06T01:00:00+00:00,21774.5,21785,21763.25,21767.75,2533
2025-02-06T02:00:00+00:00,21767.5,21784.5,21758.25,21780.75,2267
2025-02-06T03:00:00+00:00,21781,21788.5,21769,21781,1839
2025-02-06T04:00:00+00:00,21780,21806.25,21778,21804.5,2576
2025-02-06T05:00:00+00:00,21804.5,21832.75,21802.5,21828.5,4061
2025-02-06T06:00:00+00:00,21829.5,21830.25,21807.25,21810,2486
2025-02-06T07:00:00+00:00,21810.5,21830.75,21782.75,21787.75,4287
2025-02-06T08:00:00+00:00,21787.75,21814.75,21770,21803,6342
2025-02-06T09:00:00+00:00,21803,21830,21792.25,21794.25,5532
2025-02-06T10:00:00+00:00,21794.75,21810,21774.5,21779.25,5471
2025-02-06T11:00:00+00:00,21778.5,21778.5,21716.5,21726,9584
2025-02-06T12:00:00+00:00,21724.75,21766,21705.75,21763.75,9714
2025-02-06T13:00:00+00:00,21764,21777.25,21742.75,21776.25,12149
2025-02-06T14:00:00+00:00,21775.75,21823.75,21738.25,21790,62567
2025-02-06T15:00:00+00:00,21789.5,21848.75,21740.25,21771.75,81771
2025-02-06T16:00:00+00:00,21772,21815,21753.75,21770.75,36120
2025-02-06T17:00:00+00:00,21772,21830.75,21748,21815.5,30568
2025-02-06T18:00:00+00:00,21815.5,21841.75,21801.75,21816.5,29701
2025-02-06T19:00:00+00:00,21815.25,21830.25,21711.5,21747.5,43912
2025-02-06T20:00:00+00:00,21747.25,21882.25,21735.25,21870.75,49464
2025-02-06T21:00:00+00:00,21871,21876.25,21761.75,21845.25,25766
2025-02-06T23:00:00+00:00,21817.75,21857,21807.5,21854,4073
2025-02-07T00:00:00+00:00,21853,21866.25,21843.5,21864.5,2490
2025-02-07T01:00:00+00:00,21864.5,21896.5,21861.75,21891.5,4012
2025-02-07T02:00:00+00:00,21892,21899.25,21882,21891,1893
2025-02-07T03:00:00+00:00,21891.5,21894.5,21864.5,21872.25,3115
2025-02-07T04:00:00+00:00,21872.5,21874.25,21855.5,21857,1727
2025-02-07T05:00:00+00:00,21857,21860.25,21845,21853.25,2052
2025-02-07T06:00:00+00:00,21853.25,21861.75,21826.25,21860.25,3708
2025-02-07T07:00:00+00:00,21861.25,21874.25,21855.25,21861,3244
2025-02-07T08:00:00+00:00,21860.75,21881.75,21833,21844.5,5763
2025-02-07T09:00:00+00:00,21844.25,21866,21836.25,21855.25,4935
2025-02-07T10:00:00+00:00,21854.5,21866.75,21847.5,21854.25,2963
2025-02-07T11:00:00+00:00,21853.75,21876,21841,21872,3668
2025-02-07T12:00:00+00:00,21871.25,21877,21856.25,21865,3753
2025-02-07T13:00:00+00:00,21864.75,21930,21790.25,21878.25,25085
2025-02-07T14:00:00+00:00,21878.5,21968,21863.75,21904,63467
2025-02-07T15:00:00+00:00,21904,21905,21613,21722,142074
2025-02-07T16:00:00+00:00,21721.5,21759.25,21606.75,21629.25,90940
2025-02-07T17:00:00+00:00,21628.75,21683,21585,21652.5,68943
2025-02-07T18:00:00+00:00,21652.75,21730.75,21619,21624.25,43468
2025-02-07T19:00:00+00:00,21625,21637.5,21566,21607.5,41215
2025-02-07T20:00:00+00:00,21607,21621.25,21552.75,21588.25,54884
2025-02-07T21:00:00+00:00,21588.5,21603.5,21574.5,21575.25,13935
2025-02-09T23:00:00+00:00,21463.25,21657,21418,21644.75,11954
2025-02-10T00:00:00+00:00,21645.25,21700,21642.25,21699.5,7726
2025-02-10T01:00:00+00:00,21698.75,21700,21665.25,21672,6387
2025-02-10T02:00:00+00:00,21671,21683,21659.25,21675.5,3372
2025-02-10T03:00:00+00:00,21676.25,21691.25,21668.75,21689.75,2154
2025-02-10T04:00:00+00:00,21689.5,21702.5,21681.75,21683.75,2599
2025-02-10T05:00:00+00:00,21685,21732.5,21684,21713.75,4963
2025-02-10T06:00:00+00:00,21714.5,21716,21683,21694.25,2829
2025-02-10T07:00:00+00:00,21694.75,21702,21683,21690.25,3104
2025-02-10T08:00:00+00:00,21690,21716,21683.25,21694.5,4777
2025-02-10T09:00:00+00:00,21695,21715,21685,21708.75,4499
2025-02-10T10:00:00+00:00,21708.25,21735,21707,21726.25,5633
2025-02-10T11:00:00+00:00,21726,21752.5,21695.25,21742.25,6309
2025-02-10T12:00:00+00:00,21742,21746.75,21722,21739,5339
2025-02-10T13:00:00+00:00,21739.25,21785.5,21733.25,21780.25,10567
2025-02-10T14:00:00+00:00,21780.5,21809,21744,21791,59206
2025-02-10T15:00:00+00:00,21792.5,21894,21782.5,21865.75,69491
2025-02-10T16:00:00+00:00,21865.5,21886.5,21836.25,21871.5,40393
2025-02-10T17:00:00+00:00,21871.5,21872.25,21817.25,21866,32209
2025-02-10T18:00:00+00:00,21865.75,21886.25,21858,21878.75,20779
2025-02-10T19:00:00+00:00,21878.5,21881.5,21845,21862,23858
2025-02-10T20:00:00+00:00,21862.5,21875.5,21832.75,21843.75,44940
2025-02-10T21:00:00+00:00,21843.75,21847.75,21821.25,21837,12107
2025-02-10T23:00:00+00:00,21832,21832.25,21773.75,21795.75,5826
2025-02-11T00:00:00+00:00,21796,21816.25,21783,21809.25,3944
2025-02-11T01:00:00+00:00,21809.25,21812.75,21789,21795.5,3383
2025-02-11T02:00:00+00:00,21795.5,21797,21750.25,21762.75,5562
2025-02-11T03:00:00+00:00,21763.5,21784,21752.5,21778.25,3018
2025-02-11T04:00:00+00:00,21777.5,21788.5,21773.5,21782.25,1952
2025-02-11T05:00:00+00:00,21784.25,21797.75,21784,21789,1774
2025-02-11T06:00:00+00:00,21789.25,21789.5,21766.75,21771.25,1920
2025-02-11T07:00:00+00:00,21771.5,21776,21730,21730.75,4208
2025-02-11T08:00:00+00:00,21731.75,21780.5,21719,21762.75,5951
2025-02-11T09:00:00+00:00,21762.5,21792,21744.25,21748,5477
2025-02-11T10:00:00+00:00,21748.75,21763.75,21728,21734,7699
2025-02-11T11:00:00+00:00,21733.25,21765.25,21731.5,21763.75,3553
2025-02-11T12:00:00+00:00,21763.25,21770,21729,21749,7302
2025-02-11T13:00:00+00:00,21748.5,21754.25,21672.5,21676,15092
2025-02-11T14:00:00+00:00,21675.5,21806,21669.5,21777.75,57371
2025-02-11T15:00:00+00:00,21777.5,21871.5,21761,21841.25,65908
2025-02-11T16:00:00+00:00,21841.5,21850.25,21785,21791,44825
2025-02-11T17:00:00+00:00,21790.5,21796,21715.75,21763.75,57024
2025-02-11T18:00:00+00:00,21764,21833.5,21747.75,21801.5,34362
2025-02-11T19:00:00+00:00,21802.25,21840.25,21792.25,21826.25,26543
2025-02-11T20:00:00+00:00,21826.75,21840.5,21766,21791,45764
2025-02-11T21:00:00+00:00,21791,21798.5,21779.25,21792.5,10250
2025-02-11T23:00:00+00:00,21794.25,21818.5,21779.5,21810.5,5017
2025-02-12T00:00:00+00:00,21810.5,21831.25,21806.5,21813.25,5229
2025-02-12T01:00:00+00:00,21813.5,21830,21795.25,21826.5,8084
2025-02-12T02:00:00+00:00,21827,21828.5,21807.25,21810.5,2103
2025-02-12T03:00:00+00:00,21811,21812.25,21786.75,21789.5,2223
2025-02-12T04:00:00+00:00,21788.75,21793.75,21775.25,21782.5,2424
2025-02-12T05:00:00+00:00,21782.75,21784,21766,21774,1732
2025-02-12T06:00:00+00:00,21775.5,21793,21770.75,21783.25,1775
2025-02-12T07:00:00+00:00,21784,21802.5,21775.75,21800.5,2007
2025-02-12T08:00:00+00:00,21801,21813.75,21789.75,21798.5,4157
2025-02-12T09:00:00+00:00,21797.75,21798.75,21736,21769,6942
2025-02-12T10:00:00+00:00,21769.5,21794.5,21757,21791,5660
2025-02-12T11:00:00+00:00,21791.25,21801.75,21770.75,21790.25,5623
2025-02-12T12:00:00+00:00,21791,21836.25,21784.5,21830.25,6350
2025-02-12T13:00:00+00:00,21830.5,21850,21514.25,21544.5,47901
